meterName,armSkuName,tier,size,family,MemoryPreservingMaintenanceSupported,HyperVGenerations,CpuArchitectureType,LowPriorityCapable,PremiumIO,ACUs,EphemeralOSDiskSupported,EncryptionAtHostSupported,CapacityReservationSupported,AcceleratedNetworkingEnabled,RdmaEnabled,MaxNetworkInterfaces,UltraSSDAvailable,unit,os,unitPricePerUnit,armSkuName,numberOfCores,osDiskSizeInMB,memoryInMB,maxDataDiskCount
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4,16,1047552,229376,64
GS4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4,16,1047552,229376,64
GS4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4,16,1047552,229376,64
GS4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4,16,1047552,229376,64
GS4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4,16,1047552,229376,64
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
D2s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2s_v3,2,1047552,8192,4
D2s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D2s_v3,2,1047552,8192,4
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
E32s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32s_v3,32,1047552,262144,32
E32s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32s_v3,32,1047552,262144,32
E32s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32s_v3,32,1047552,262144,32
E32s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32s_v3,32,1047552,262144,32
E32s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32s_v3,32,1047552,262144,32
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
DS11 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS11_v2,2,1047552,14336,8
DS11 v2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS11_v2,2,1047552,14336,8
E32s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32s_v3,32,1047552,262144,32
E32s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32s_v3,32,1047552,262144,32
E32s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32s_v3,32,1047552,262144,32
E32s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32s_v3,32,1047552,262144,32
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
L8s v2,Standard_L8s_v2,Standard,L8s_v2,standardLSv2Family,FALSE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,100,Windows,"0,7293",Standard_L8s_v2,8,1047552,65536,16
L8s v2,Standard_L8s_v2,Standard,L8s_v2,standardLSv2Family,FALSE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,100,Windows,"0,7293",Standard_L8s_v2,8,1047552,65536,16
L8s v2,Standard_L8s_v2,Standard,L8s_v2,standardLSv2Family,FALSE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,100,Windows,"0,7293",Standard_L8s_v2,8,1047552,65536,16
L8s v2,Standard_L8s_v2,Standard,L8s_v2,standardLSv2Family,FALSE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,100,Windows,"0,7293",Standard_L8s_v2,8,1047552,65536,16
L16s v2 Low Priority,Standard_L16s_v2,Standard,L16s_v2,standardLSv2Family,FALSE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,FALSE,4,TRUE,100,Windows,"0,58357",Standard_L16s_v2,16,1047552,131072,32
L16s v2 Low Priority,Standard_L16s_v2,Standard,L16s_v2,standardLSv2Family,FALSE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,FALSE,4,TRUE,100,Windows,"0,58357",Standard_L16s_v2,16,1047552,131072,32
L8s v2,Standard_L8s_v2,Standard,L8s_v2,standardLSv2Family,FALSE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,100,Windows,"0,7293",Standard_L8s_v2,8,1047552,65536,16
L8s v2,Standard_L8s_v2,Standard,L8s_v2,standardLSv2Family,FALSE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,FALSE,2,TRUE,100,Windows,"0,7293",Standard_L8s_v2,8,1047552,65536,16
D3 v2/DS3 v2 Low Priority,Standard_D3_v2,Standard,D3_v2,standardDv2Family,TRUE,V1,x64,TRUE,FALSE,210,FALSE,FALSE,TRUE,TRUE,FALSE,4,null,100,Windows,"0,13962",Standard_D3_v2,4,1047552,14336,16
D3 v2/DS3 v2 Low Priority,Standard_D3_v2,Standard,D3_v2,standardDv2Family,TRUE,V1,x64,TRUE,FALSE,210,FALSE,FALSE,TRUE,TRUE,FALSE,4,null,100,Windows,"0,13962",Standard_D3_v2,4,1047552,14336,16
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16-4as_v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16-4as_v4,16,1047552,131072,32
M64m,Standard_M64m,Standard,M64m,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,1,Windows,"14,014",Standard_M64m,64,1047552,1792000,64
M64m,Standard_M64m,Standard,M64m,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,1,Windows,"14,014",Standard_M64m,64,1047552,1792000,64
M64m,Standard_M64m,Standard,M64m,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,1,Windows,"14,014",Standard_M64m,64,1047552,1792000,64
M64m,Standard_M64m,Standard,M64m,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,1,Windows,"14,014",Standard_M64m,64,1047552,1792000,64
M64m,Standard_M64m,Standard,M64m,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,1,Windows,"14,014",Standard_M64m,64,1047552,1792000,64
M64m,Standard_M64m,Standard,M64m,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,1,Windows,"14,014",Standard_M64m,64,1047552,1792000,64
M64m,Standard_M64m,Standard,M64m,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,1,Windows,"14,014",Standard_M64m,64,1047552,1792000,64
M64m,Standard_M64m,Standard,M64m,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,1,Windows,"14,014",Standard_M64m,64,1047552,1792000,64
M64m,Standard_M64m,Standard,M64m,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,1,Windows,"14,014",Standard_M64m,64,1047552,1792000,64
E16-4as_v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16-4as_v4,16,1047552,131072,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
D4s v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v4,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
F16s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F16s,16,1047552,32768,64
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
B2s,Standard_B2s,Standard,B2s,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,100,Linux,"0,03419",Standard_B2s,2,1047552,4096,4
B4ms,Standard_B4ms,Standard,B4ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Linux,"0,1365",Standard_B4ms,4,1047552,16384,8
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
